ticket_id,created_at,first_response_at,resolved_at,status,channel,customer_id,order_id,product_sku,category,priority,assigned_team,agent_id,transfers,csat_score,refund_amount_inr,refund_reason_code,replacement_issued,customer_message,agent_notes,source_system
TK-240086,2024-10-14 18:55,2024-10-14 19:01,2024-10-19 14:09,resolved,chat,C102870,,VA-EB-PL1,Billing & Payments,Normal,Billing,A3029,,,,,N,"my order has not been delivered yet
i want my money back","misrouted - delivery. xfer. cx: shipment not received | checked awb with courier -> rto confirmed, reshipped | xfer logistics",legacy_fd
TK-240088,2024-10-15 18:15,2024-10-15 19:22,2024-10-15 14:30,resolved,email,C108567,VR898598,VA-EB-PL1,Billing & Payments,Normal,Billing,A3031,,,,,N,"hi there, got pulse earbuds from vireo.in 10 days ago. payment successful but order not delivered. i checked the tracking page daily. very poor quality. please advise. thank you","RTO confirmed, reshipped. Issue: shipment not rcvd. Raised ticket with crr partner. Via Logistics. (SOP 3.1) [closed]",legacy_fd
TK-240089,2024-10-16 20:00,2024-10-16 20:02,2024-10-16 14:54,closed,chat,C106151,VR902408,VA-NB-ARC,Billing & Payments,High,Billing,A3028,,1,1299,LOST-TRANSIT,N,"Product: the neckband
Order: VR902408
Purchased: 11-10-2024
Issue: my order has not been delivered yet
Tried: called the courier
Expected: resolution","not a billing issue - dlvry query, transferring to logistics. reported: shipment not rcvd. chk awb w/ courier. transferred to logistics. rfnd approved, rs 1299, 5-7 working days.",legacy_fd
TK-240091,2024-10-18 10:14,2024-10-18 12:15,2024-10-19 07:06,resolved,email,C107832,,VA-EB-AIR,Billing & Payments,High,Billing,A3027,,,,,N,"Product: airlite earbuds
Purchased: 10-10-2024
Issue: my order has not been delivered yet
Tried: called the courier
Expected: refund","cx states ord not delivered. conf address w/ cx. xfer to Logistics. crr conf dlvry for 23 Oct, cx informed. (SOP 5.4)",legacy_fd
TK-240092,2024-10-21 11:50,2024-10-21 13:16,2024-10-22 07:15,resolved,chat,C108430,VR903294,VA-SP-ORB,Billing & Payments,High,Billing,A3030,,1,,,N,"Not what I expected from Vireo. I bought Orbit speaker on 16/10. I haven't received my order, payment was done on 16 Oct. I already called teh courier. Fix this or I am posting on twitter","1. Shipment not rcvd
2. Raised ticket with courier partner
3. Transferred to Logistics
4. Re-shipped from warehouse ~Imran",legacy_fd
TK-240093,2024-10-22 23:00,2024-10-23 00:01,2024-10-22 19:06,resolved,email,C104256,VR905027,VA-AC-CH65,Billing & Payments,High,Billing,A3029,,,,,N,"To the Vireo Customer Care Team,

I am writing with reference to my order of the GaN charger (VR905027) placed on 13-10-2024. Paid but package not delivered even after 7 days. I have called the courier. I request you to kindly arrange a replacement.

Yours faithfully,
Dev Roy",cx: shipment not received | raised ticket with courier partner -> re-shipped from warehouse | xfer logistics,legacy_fd
TK-240095,2024-10-25 10:57,2024-10-25 17:11,2024-10-26 12:10,resolved,email,C106702,,VA-SW-FIT,Billing & Payments,Normal,Billing,A3028,,4,,,N,"Dear Sir/Madam,

I am writing w/ reference to my ordder of the fit band placed on 19 Oct. Money gone from account, item not w/ me, 13 days. I have caled the courier. I request u to kindly arrange a replacement.

Sincerely,
Yash Dutta",payment ok. shipment issue. -> logistics cx reported shipment not received. raised ticket w/ courier partner. xfer to logistics. rfnd initiated as lost in transit.,legacy_fd
TK-240097,2024-10-25 18:36,2024-10-25 19:19,2024-10-27 13:56,resolved,chat,C109100,VR906342,VA-SW-FIT,Billing & Payments,Normal,Billing,A3031,,2,1699,LOST-TRANSIT,N,"order not delivered, tracking not updating
VR906342","payment ok. shipment issue. -> logistics 1. dlvry delayed
2. Raised ticket with courier partner
3. Transferred to Logistics
4. rfnd approved, Rs 1699, 5-7 working days (SOP 2.7)",legacy_fd
TK-240098,2024-10-26 13:35,2024-10-26 13:41,2024-10-26 08:46,resolved,chat,C105213,VR892231,VA-EB-AIR,Billing & Payments,Normal,Billing,A3028,,,,,N,"I bought airlite earbuds on 13/10. Paid on 13/10, still waiting for something to show up. I want my money back. Thanks in advance, Amit","bot tagged as billing, actually shipment issue. moved to logistics. -",legacy_fd
TK-240099,2024-10-26 16:33,2024-10-26 17:54,2024-10-26 12:44,resolved,chat,C102661,VR900933,VA-EB-PL1,Billing & Payments,Normal,Billing,A3028,,2,,,N,"sir ji
transaction done, where is my stuff
itna paisa diya hai
my pulse vr900933","payment conf on pg, this is a delivery delay. xfre logistics. cx states delivery delayed. chk awb w/ crr. xfer to logistics. crr conf delivery for 31 oct, cx informed.",legacy_fd
TK-240100,2024-10-26 19:23,2024-10-26 20:52,,pending,chat,C102108,,VA-HP-ST2,Billing & Payments,Normal,Billing,A3031,,,,,N,"hey
paid but package not delivered even affter 16 days
my strata 2 headphones
hello??","cx paid fine, parcel stuck. sending to logistics team. Re-shipped from warehouse. Issue: delivery delayed. Checked AWB w/ courier. Via Logistics. (SOP 2.7) [closed]",legacy_fd
TK-240101,2024-10-27 08:35,2024-10-27 08:36,2024-10-29 03:26,resolved,chat,C107167,VR908613,VA-EB-AIR,Billing & Payments,Normal,Billing,A3033,,3,,,N,"Product: airlite earbuds
Order: VR908613
Purchased: 21 Oct
Issue: the payment went through on the first try, the order has not gone through my front door yet
Tried: checked the tracking page daily
Expected: resolution","re: delivery delayed | conf address with cx -> rto conf, reshipped",legacy_fd
TK-240102,2024-10-28 21:38,2024-10-28 23:01,2024-10-29 16:53,resolved,chat,C109141,VR908314,VA-SW-NX1,Billing & Payments,Normal,Billing,A3032,,2,,,N,"not acceptable at this price.  bought the nexa smartwatch around 22 oct from vireo.in. paid, confirmed, then nothing. 5 days and counting. i already checked the tracking page daily. this is the last tiem i buy from you.","re: shipment not rcvd | chk awb with courier -> rto confirmed, reshipped [closed]",legacy_fd
TK-240103,2024-10-29 07:01,2024-10-29 07:15,2024-11-03 02:22,resolved,chat,C103615,VR880258,VA-NB-ARC,Billing & Payments,Normal,Billing,A3031,,3,,,N,"YOUR SITE TOOK THE MONEY HAPPILY, THE BOX NEVER CAME, VR880258, WHAT DO I DO NOW?","Bot tagged as billing, actually shipment issue. Moved to Logistics. courier confirmed delivery for 30 Oct, cx informed [closed]",legacy_fd
TK-240104,2024-10-30 09:57,2024-10-30 17:08,2024-10-30 12:08,resolved,email,C108932,VR900471,VA-EB-AIR,Billing & Payments,Normal,Billing,A3029,,,,,N,"Product: the AirLite buds
Order: VR900471
Purchased: 16/10
Issue: paid but package not delivered even after 6 days
Tried: called the courier
Expected: refund","cx: order not delivered | raised ticket with courier partner -> rto confirmed, reshipped | xfer logistics",legacy_fd
TK-240106,2024-11-02 09:30,2024-11-02 09:31,2024-11-02 04:33,resolved,chat,C109288,VR898721,VA-EB-PL1,Billing & Payments,High,Billing,A3028,,,225,LOST-TRANSIT,N,"This is very disappointing.  Got Pulse earbuds from Amazon a month ago. order not delivered, tracking not updating. I already called the courier. I want a replacement or refund, nothing else.",payment ok. shipment issue. -> logistics contact re shipment not rcvd. conf address w/ cx. xfer to logistics. full rfnd processed (225).,legacy_fd
TK-240107,2024-11-02 10:39,2024-11-02 11:36,,open,chat,C102727,,VA-SW-NX1,Billing & Payments,High,Billing,A3029,,,,,N,"Dear Sir/Madam, Ordered Nexa watch 2 weeks ago.  Paid but package not delivered even after 10 days. I checked the tracking page daily. Nothing changed. Can someone fix this? Thanks & regards,",re: order not delivered | checked awb with courier -> refund initiated as lost in transit | xfer logistics,legacy_fd
TK-240108,2024-11-02 12:18,2024-11-02 13:28,2024-11-03 07:31,resolved,chat,C106126,,VA-SW-FIT,Billing & Payments,Normal,Billing,A3033,,,,,N,ordered my nexa fit band around diwali. money went out of my account 6 days ago and i have nothing in hand. i checked with neighbours. what do i do now?,"cx: delivery delayed | confirmed address with cx -> crr confirmed delivery for 03 nov, cx informed //HAR",legacy_fd
TK-240109,2024-11-04 09:38,2024-11-04 09:39,2024-11-09 04:41,resolved,chat,C101131,VR882159,VA-EB-AIR,Billing & Payments,High,Billing,A3029,,,,,N,"namaste, ordered airlite 10 days ago. paid via upi on 31 oct. 10 days. nothing. i checked with neighbours. very poor quality. what do i do now?",cx: shipment not received | checked awb with courier -> re-shipped from warehouse | xfer logistics,legacy_fd
TK-240111,2024-11-05 11:15,2024-11-05 11:20,2024-11-06 06:23,resolved,chat,C102881,VR880626,VA-EB-AIR,Billing & Payments,High,Billing,A3035,,,,,N,"Hello Vireo,
I bought the AirLite busd on October 29. 7 dasy since payment, u have no idae where it is & neither do I.
I checked with neighbours.
Kindly look into it.",re: shipment not recieved | checked awb with couriier -> refund initiated as lost in transit (SOP 4.2),legacy_fd
TK-240113,2024-11-05 17:54,2024-11-05 17:56,2024-11-07 13:04,resolved,chat,C106934,,VA-EB-PL1,Billing & Payments,Normal,Billing,A3030,,3,,,N,PAID FULL AMOUNT ON 29/10 - ORDER STILL SAYS PROCESSING - I WANT A REPLACEMENT,"Not a billing issue - delivery query, transferring to logistics. Customer states shipment not received. Raised ticket with courier partner. Transferred to Logistics. Re-shipped from warehouse. Cx satisfied on chat. ~Imran",legacy_fd
TK-240114,2024-11-07 07:53,2024-11-07 08:33,2024-11-09 02:56,resolved,chat,C102663,,VA-NB-ARC,Billing & Payments,Low,Billing,A3033,,2,,,N,"Namaste, Ordered the neckband last month. Payment page said success. my doorstep says otherwise. I called the courier. Nothing changed. Kindly look into it. Rgds Isha","cx: shipment not received | checked awb w/ crr -> crr confirmed delivery for 09 nov, cx informed //HAR",legacy_fd
TK-240115,2024-11-08 12:46,2024-11-08 14:07,2024-11-08 08:57,resolved,chat,C102761,VR893579,VA-EB-PL1,Billing & Payments,High,Billing,A3029,,3,,,N,"hi
my order has not been delivered yet
kindly do the needful",delivery delayed | raised ticket with courier partner -> re-shipped from warehouse | xfer logistics,legacy_fd
TK-240116,2024-11-09 06:57,2024-11-09 06:58,2024-11-12 02:09,resolved,chat,C101958,,VA-EB-PL1,Billing & Payments,High,Billing,A3028,,3,,,N,"my orrder has not been delivered yet, waiting for your reply","payment conf on pg, this is a dlvry delay. xfer logistics. re: order not delivered | raised ticket with crr partner -> crr conf dlvry for 10 nov, cx informed | xfer logistics",legacy_fd
TK-240118,2024-11-10 19:49,2024-11-10 19:51,2024-11-10 14:45,resolved,chat,C103118,,VA-EB-PL1,Billing & Payments,High,Billing,A3030,,1,,,N,"payment done, order status has not moved since 05 Nov - please resolve asap",Cx says shipment not rcvd. conf address with cx. xfer to Logistics. Re-shipped from warehouse. Will monitor. (SOP 3.1) ~Imran,legacy_fd
TK-240119,2024-11-12 10:24,2024-11-12 10:28,2024-11-17 05:20,resolved,chat,C108507,,VA-EB-PL1,Billing & Payments,High,Billing,A3031,,,,,N,"dear sir/madam,

i am writing with reference to my order of the pulse buds placed on november 04. payment successful but order not delivered. i have checked with neighbours. i request you to kindly arrange a replacement.

sincerely,
krishna bansal
vadodara","Not a billing issue - dlvry query, transferring to logistics. Courier conf dlvry for 14 Nov, cx informed. Issue: dlvry delayed. Raised ticket with couriier partner. Via Logistics. (SOP 3.1)",legacy_fd
TK-240120,2024-11-13 21:17,2024-11-13 21:23,2024-11-18 16:10,closed,chat,C101673,VR887796,VA-EB-PL1,Billing & Payments,High,Billing,A3030,,2,,,N,"dear team, bought pulse earbuds around 05/11 from vireo.in. payment done, order status has not moved since 05 nov. waiting for your reply. thanks,","Cx reported dlvry delayed. Checked AWB with courier. Transferred to Logistics. Courier conf dlvry for 17 Nov, cx informed. Follow-up not required. ~Imran",legacy_fd
TK-240121,2024-11-15 12:54,2024-11-15 13:20,2024-11-17 08:20,resolved,chat,C100086,VR883298,VA-EB-PL1,Billing & Payments,Normal,Billing,A3033,,,,,N,"payment successful but order not delivered, VR883298, kindly look into it","cx: order not delivered | confirmed address with cx -> rto confirmed, reshipped //HAR",legacy_fd
TK-240122,2024-11-17 08:17,2024-11-17 08:34,2024-11-17 03:38,resolved,chat,C106016,VR895314,VA-EB-AIR,Billing & Payments,High,Billing,A3029,,3,,,N,"namaste, ordered the aiirlite bds 2 weeks ago. money went out of my account 12 days ago and i have nothing in hand. i called the courier. please advise. thanks & regards",misrouted - delivery. xfer. resolved on call,legacy_fd
TK-240123,2024-11-21 09:17,2024-11-21 13:54,2024-11-21 08:57,resolved,social,C106907,VR886051,VA-SW-FIT,Billing & Payments,Normal,Billing,A3028,,,,,N,"Hey, Bought my Nexa Fit band around 12-11-2024 from vireo.in. Payment successful but order not delivered. How do I get this fixed? Thanks in advance",payment ok. shipment issue. -> logistics customer reached out - shipment not rcvd. conf address w/ cx. xfer to logistics. re-shipped from warehouse.,legacy_fd
TK-240125,2024-11-21 18:04,2024-11-21 19:28,2024-11-22 13:08,resolved,chat,C103543,VR897024,VA-SW-FIT,Billing & Payments,High,Billing,A3030,,3,1999,LOST-TRANSIT,N,"Product: my Nexa Fit band
Purchased: November 07
Issue: paid but package not delivered even after 12 days
Tried: called the courier
Expected: refund","Cust contacted re shipment not rcvd. chk AWB with crr. Transferred to Logistics. RTO confirmed, reshipped. Case closed with cx consent. ~Imran",legacy_fd
TK-240126,2024-11-22 10:02,2024-11-22 10:08,2024-11-22 05:06,resolved,chat,C103390,,VA-AC-CBL,Billing & Payments,High,Billing,A3029,,2,,,N,"5 dayys since payment, you have no idea where it is and neither do i",closed,legacy_fd
TK-240127,2024-11-22 21:20,2024-11-22 21:21,2024-11-27 16:22,resolved,chat,C107332,VR907507,VA-EB-AIR,Billing & Payments,High,Billing,A3029,,3,,,N,"Ordered the AirLite buds 2 weeks ago. Order not delivered, tracking not updating. I checked with neighbours. Nothing changed. What do I do now? Thanks in advance Ayaan","re: shipment not received | confirmed address with cx -> courier confirmed delivery for 24 nov, cx informed | xfer logistics",legacy_fd
TK-240128,2024-11-23 07:11,2024-11-23 07:13,2024-11-25 02:13,resolved,chat,C103416,,VA-SW-FIT,Billing & Payments,Normal,Billing,A3031,,,,,N,"Hello, Got my Nexa Fit band from Amazon 2 weeks ago. The payment went through on the first try, the order has not gone through my front door yet. I called the courier. Nothing changed. I have been a loyal customer and this is how you treat me. I want a replacement. Thanks in advance, Manish","Courier confirmed delivry for 28 Nov, cx informed. Issue: delivery delayed. Raised ticket with courier partner. Via Logistics. [closed]",legacy_fd
TK-240129,2024-11-23 12:35,2024-11-23 14:02,2024-11-24 07:56,resolved,chat,C106902,,VA-HP-ST2,Billing & Payments,High,Billing,A3030,,,,,N,"PRODUCT: STRATA 2
ORDER: VR880053
PURCHASED: NOVEMBER 14
ISSUE: PAYMENT PAGE SAID SUCCESS. my doorstep says otherwise
Tried: called the courier
Expected: callback","cx paid fine, parcel stuck. sending to logistics team. Courier confirmed dlvry for 24 Nov, cx informed. Issue: ord not delivered. Confirmed address with cx. Via Logistics. ~Imran",legacy_fd
TK-240130,2024-11-23 16:22,2024-11-23 16:23,2024-11-25 11:29,resolved,chat,C106327,VR898335,VA-HP-ST2,Billing & Payments,High,Billing,A3028,,,,,N,"Dear team, Got Strata 2 from vireo.in last week.  I haven't received my order, payment was done on 10/11. I called the courier. Please call me on my registered number. Please revert",reported: ord not delivered. conf address w/ cx. xfer to logistics. re-shipped from warehouse.,legacy_fd
TK-240131,2024-11-25 17:36,2024-11-25 18:36,2024-11-25 13:26,resolved,chat,C104551,,VA-AC-CBL,Billing & Payments,High,Billing,A3029,,3,,,N,my order has not been delivered yet,re: order not delivered | checked awb with courier -> refund initiated as lost in transit | xfer logistics,legacy_fd
TK-240132,2024-11-26 12:01,2024-11-26 12:52,2024-11-28 06:55,resolved,chat,C105090,VR885067,VA-EB-AIR,Billing & Payments,Normal,Billing,A3028,,,,,N,money went out of my account 9 days ago and i have nothing in hand,"not a billing issue - dlvry query, transferring to logistics. cust contacted re dlvry delayed. raised ticket w/ crr partner. xfer to logistics. re-shipped from warehouse.",legacy_fd
